explorer,model,seed,mean_1st_dim,var_1st_dim,time,jitter_std,n_logprob,n_steps,miness,minKSess,acceptance_prob,step_size,n_rounds,energy_jump_dist
AutoStep RWMH (precond),funnel2,6,0.0,0.0,217.554302874,0.0,196604,0,NaN,3.0181801032211624,NaN,1.0,15,0.0
AutoStep MALA (precond),funnel2,6,0.0,0.0,794.3063514580001,0.0,196605,393210,NaN,3.0181801032211624,NaN,0.5,15,0.0
AutoStep RWMH,funnel2,6,-0.14090211572808403,1.1872810830084686,0.296010083,0.0,656649,0,67.74844934209113,11.019222874931193,0.5473282522820306,0.0390625,15,-0.00022236727098042712
adaptive RWMH,funnel2,6,-1.1282261992434104,2.54602822603874,0.5633723750000001,0.0,131068,0,70.92404295349186,7.733598311626609,0.10934781945249794,0.0,15,0.09421674889908296
AutoStep RWMH (precond),funnel2,7,-0.1703414076729004,1.2872050172866973,0.461569791,0.0,601210,0,77.00555600557573,11.102803220944166,0.5009089129104378,0.0390625,15,-0.0001684454843601424
AutoStep MALA (precond),funnel2,7,-0.7701779143632936,0.9920810971660524,3.489329957,0.0,601362,1202724,72.15937330740158,8.076398913246274,0.6815336200273558,0.015625,15,-0.0018240243667675593
AutoStep RWMH,funnel2,7,-0.7057446215700655,1.1490388128372875,0.26919925100000003,0.0,510822,0,74.24224027193317,8.20742176779581,0.4685865095068781,0.054931640625,15,-6.75566979034981e-6
adaptive RWMH,funnel2,7,-1.223079228405377,2.9923930578872193,0.210039498,0.0,131068,0,79.01820721653202,7.3047581949855305,0.12146366771446883,0.0,15,0.10870123370732238
AutoStep RWMH (precond),funnel2,8,0.0,0.0,217.391947333,0.0,196603,0,NaN,3.0181801032211624,NaN,0.75,15,0.0
AutoStep MALA (precond),funnel2,8,0.21648682613011172,1.3396247960226357,2.2209341279999997,0.0,537992,1075984,78.61378008679776,9.494725576126779,0.6667349707721184,0.1875,15,0.000561795839304658
AutoStep RWMH,funnel2,8,-0.2725436070928331,1.1868425533099745,1.16940508,0.0,506839,0,69.63097193323611,11.722426829444986,0.5224850741511307,0.0703125,15,-9.341463768055457e-5
adaptive RWMH,funnel2,8,-0.10709085990219133,0.09788476931496941,0.165505709,0.0,131068,0,78.03479602627873,6.280637252989278,0.10080263679921872,0.0,15,0.091789927248675
AutoStep RWMH (precond),funnel2,9,0.0,0.0,214.573381085,0.0,196605,0,NaN,3.0181801032211624,NaN,0.625,15,0.0
AutoStep MALA (precond),funnel2,9,0.22587101866152234,1.1048991247055557,3.0794385,0.0,506587,1013174,69.44547704508854,8.858054328947754,0.6688932925056494,0.1875,15,-0.0013645445493779646
AutoStep RWMH,funnel2,9,0.07061800967159307,1.3833809335838447,0.249874292,0.0,498056,0,67.05268863675859,10.760721997259138,0.5390810209887127,0.087890625,15,2.444610618166458e-5
adaptive RWMH,funnel2,9,-0.7818742738090311,1.2286795174288556,0.188288084,0.0,131068,0,73.34756359614401,7.698068144119622,0.13739432966093937,0.0,15,0.12289373511697722
AutoStep RWMH (precond),funnel2,10,0.25651026556880435,1.3807765743846296,0.271596956,0.0,554436,0,76.70204874166699,8.929947111812368,0.5056675564310172,0.0703125,15,0.00010389122754270603
AutoStep MALA (precond),funnel2,10,0.0,0.0,732.7606027930001,0.0,196606,393212,NaN,3.0181801032211624,NaN,0.375,15,0.0
AutoStep RWMH,funnel2,10,-0.9946967435913945,1.132542183447773,0.736299959,0.0,547697,0,72.29624692072639,6.783789673674779,0.4532778557062269,0.0263671875,15,3.5104956195435244e-5
adaptive RWMH,funnel2,10,1.1395484279584067,1.876951667472166,0.13422062499999998,0.0,131068,0,72.04471234925039,8.402021333325425,0.15225684377575,0.0,15,0.1346312002890759
HitAndRunSlicer,funnel2,1,-4.206703270549549,15.055981369415862,1.9485075840000001,0.0,5616388,3523197,52.37267175164706,0.0,0.99998982757744,10.0,15,0.7410093108392728
HitAndRunSlicer,funnel2,2,0.09192822128188254,6.473152864250594,1.418403376,0.0,3545829,1798002,192.64320654348015,0.0,0.9999287973878798,10.0,15,0.9059328611381037
HitAndRunSlicer,funnel2,3,-0.20164304450691486,9.33634856533487,1.412790542,0.0,3750807,2037932,111.21071040366463,0.0,0.9999389685688196,10.0,15,0.873821470849977
HitAndRunSlicer,funnel2,4,0.1612663196125,6.06461674710276,1.6485895409999998,0.0,3865319,2010859,294.6939647240734,0.0,0.9999084556467683,10.0,15,0.9066215501910292
HitAndRunSlicer,funnel2,5,-0.03706423444808733,7.018618591119016,1.544650623,0.0,4216362,2047061,139.2409162710044,0.0,0.9999287973878789,10.0,15,0.884757756291615
HitAndRunSlicer,funnel2,6,0.3717804565844471,6.894519817094643,1.6934844569999998,0.0,3430410,1796897,189.33901120760237,0.0,0.9998779445868455,10.0,15,0.8927089953094439
HitAndRunSlicer,funnel2,7,0.07707488423394586,7.809004710801919,1.5868120000000001,0.0,3425751,1834658,122.06740774496954,0.0,0.9999593115514548,10.0,15,0.8832945426856531
HitAndRunSlicer,funnel2,8,0.4731222363885944,6.758197085477027,1.595125705,0.0,3566878,1898327,217.45116031699703,0.0,0.9999491399566784,10.0,15,0.9121482811794926
HitAndRunSlicer,funnel2,9,-0.037836364358539945,6.7008789356613265,1.487989792,0.0,3598618,1904048,141.6363041992817,0.0,0.9999593115514591,10.0,15,0.8840150434394516
HitAndRunSlicer,funnel2,10,-0.15426891340858023,7.759983709895989,1.516587124,0.0,3911223,2061513,123.39915592254107,0.0,0.9999084556467636,10.0,15,0.8736483196485779
