explorer,model, mean_1st_dim,var_1st_dim,time,jitter_std,n_logprob,n_steps,miness,minKSess,acceptance_prob,step_size,n_rounds,energy_jump_dist
DRHMC,"funnel2",-0.1698251982682,0.013910318887561408,145.41435345899998,0.0,287060,2601020,71.97987319769092,4.074639576343441,0.989654541015625,0.1,15,0.4580527983976813
AutoStep RWMH,"funnel2",0.05661741846145749,0.17260342303880538,0.640649126,0.25993347167968656,1424854,743258,66.85588775727469,4.093965794490249,0.5777594420860631,0.03897753380228543,15,0.15028920680235844
AutoStep MALA,"funnel2",-0.21617115290836222,0.1525756559853741,3.2737035,0.19160461425781292,3201824,734922,68.6413901464623,4.231881391059542,0.615838409415816,0.028401709570712873,15,0.10191519921072442
HitAndRunSlicer,"funnel2",0.23505974887553888,0.5033040454633044,2.01849775,0.0,4732882,2379564,144.8029128786243,4.484798001736258,0.9999796553618272,10.0,15,0.8869281338495204
adaptive RWMH,"funnel2",0.27872393031356385,0.14871865576015733,0.16711212200000003,0.0,131068,0,73.68572943938229,4.336001544247884,0.06891079439680166,0.0,15,0.06980717843829319
adaptive MALA,"funnel2",-0.04234902057711625,0.006073899285996968,0.29493491299999997,0.0,131068,65534,66.2512548419322,3.964985377737976,0.71142578125,0.1,15,0.35839324239510906
NUTS,"funnel2",709889.8945098254,1.0078831707107152e12,6.331244833,0.0,131068,5448615,75.19773996869004,1.4904100410107664,0.5264928916438089,0.4281888106861851,15,0.468359870804764
DRHMC,"funnel2",6.608109940220017,79.56516824930212,131.581564501,0.0,246196,2336560,71.87936210463701,4.116557664990817,0.991546630859375,0.1,15,0.3451576743974606
AutoStep RWMH,"funnel2",0.10797833050828087,0.3594932515903108,0.588890584,0.3231658935546864,1443230,728502,66.67610794182396,4.889238568165541,0.5178558833380669,0.01590679898593808,15,0.15171371787863394
AutoStep MALA,"funnel2",0.11053279741344368,0.10582166399927596,2.3425135409999998,0.22505187988281306,2151624,472372,69.41771465254854,2.5217607732846528,0.5919129950663703,0.09498551397886096,15,0.09931052384712996
HitAndRunSlicer,"funnel2",-0.12676300572222812,0.7063157642514868,2.009362166,0.0,5073577,2551863,68.87858395925079,6.417723371589946,0.99998982757744,10.0,15,0.755837450497997
adaptive RWMH,"funnel2",-0.10317668517629282,0.027484753278493097,0.139404665,0.0,131068,0,73.99002425466713,4.1009796946704595,0.04657124546037172,0.0,15,0.049492718949026744
adaptive MALA,"funnel2",0.01836743247052539,0.002710582009868652,0.256334874,0.0,131068,65534,85.72297775073223,3.8465486637899913,0.539642333984375,0.1,15,0.31400893309584826
NUTS,"funnel2",-208410.31732787445,8.687086780808804e10,5.627876291,0.0,131068,4805866,70.23546356762336,1.584237369984507,0.6548139258006864,0.22895729489173572,15,0.5153106585254502
DRHMC,"funnel2",-0.2701340820250255,0.15053641659460432,114.95558500000001,0.0,196604,1983320,71.08050484146875,3.923821140595743,0.9949951171875,0.1,15,0.20979816344578753
AutoStep RWMH,"funnel2",0.08321652133368547,0.18194573591815985,0.637425667,0.27839660644531294,1519617,739458,67.52321470145071,3.199317806123825,0.5082788674702949,0.037509431738258645,15,0.17194329291505833
AutoStep MALA,"funnel2",-0.11207813759222127,0.14306827012314494,3.320029915,0.20071411132812478,2302284,510037,75.80543989248254,4.525194020954715,0.6035153679213805,0.027297859509325742,15,0.12065772143994472
HitAndRunSlicer,"funnel2",0.5321398200303595,0.8954219015138993,2.235873251,0.0,4447981,2531464,98.0750832523461,3.763854564809848,1.0,10.0,15,0.8795518481905703
adaptive RWMH,"funnel2",0.007168013640693735,0.08052856305680324,0.159673292,0.0,131068,0,75.37066624175793,4.083449898930817,0.05398724326303903,0.0,15,0.05671510165965322
adaptive MALA,"funnel2",0.04138187401684236,0.010992815918146983,0.259749417,0.0,131068,65534,76.36527070909679,3.9612650943114107,0.578094482421875,0.1,15,0.3333675538144361
NUTS,"funnel2",-266273.85268163244,1.4180517018872586e11,7.456124249999999,0.0,131068,6553354,76.16657871534355,1.8323111489729638,0.6865180849851931,0.28572097427584764,15,0.5453005444170586
DRHMC,"funnel2",-0.051595956267291535,0.0013985646899680477,131.282791914,0.0,274884,2544360,67.94714058255957,4.12476306881175,0.992156982421875,0.1,15,0.402301252710832
AutoStep RWMH,"funnel2",-1.27924490336498,0.012443699929698392,0.64816621,0.46356201171875205,1766905,888208,66.3694168029981,1.4153305107255059,0.33493476920231047,4.3442313151325355e-5,15,0.14492542349461066
AutoStep MALA,"funnel2",-7.928852715402061e-5,0.09796159470147682,2.924455916,0.2140197753906261,2806452,636079,66.85808972401685,3.0646167392313974,0.6028333236131191,0.08049375967097994,15,0.08649875657248086
HitAndRunSlicer,"funnel2",0.1744320522245578,0.8168201697994214,2.103233291,0.0,4572235,2620979,83.01174731466223,5.689557643148884,0.9999593115514509,10.0,15,0.8257538004608981
adaptive RWMH,"funnel2",-0.3753229601645395,0.2829542161850921,0.132785666,0.0,131068,0,79.89312755505897,4.056744185222363,0.05066072573015534,0.0,15,0.05380214925282264
adaptive MALA,"funnel2",-0.01585321913817224,0.00043934627089853377,0.258247545,0.0,131068,65534,74.92466595279816,3.8989763799618373,0.5552978515625,0.1,15,0.3184540150206081
NUTS,"funnel2",4471.102751914172,3.996536924010883e7,10.659679664999999,0.0,131068,9553568,72.37521076070918,1.706273864944905,0.9195932703306096,0.04305412643846559,15,0.5623340524519834
DRHMC,"funnel2",-0.2592056813190606,0.14267278332190422,138.713624336,0.0,285592,2600330,122.49676415366953,4.019813414229107,0.987640380859375,0.1,15,0.45658332856496303
AutoStep RWMH,"funnel2",0.34740881431203646,0.3531512751458669,0.5596797929999999,0.2901153564453094,1145243,602582,70.72739495281526,2.819868016029212,0.4861863463178643,0.02514635177915074,15,0.18325146409971316
AutoStep MALA,"funnel2",0.10821449289114013,0.14777604402648334,2.8645559990000002,0.21818542480468686,2643284,595287,75.8427835962137,2.707875367656912,0.5908261203209793,0.03304618273299278,15,0.09905203733938084
HitAndRunSlicer,"funnel2",0.27743311451049485,0.882246035572066,2.063595333,0.0,4668731,2466515,77.08779310636649,5.79356459578799,1.0,10.0,15,0.8282580083093197
adaptive RWMH,"funnel2",-0.3177094298356315,0.20485368566982107,0.13718345899999998,0.0,131068,0,81.66494126960833,3.8718507687482115,0.043336283455916016,0.0,15,0.048224101814757406
adaptive MALA,"funnel2",-0.03296668630441562,0.0013920867067506151,0.247759709,0.0,131068,65534,91.61748660890532,3.8840258919326156,0.598846435546875,0.1,15,0.34477378111127077
NUTS,"funnel2",-4.6893320314160275e8,4.397967018160405e17,10.210227583,0.0,131068,9479684,66.66391139216051,1.0410276448223836,0.6793423910923002,0.29754440385088754,15,0.4909706233982164
DRHMC,"funnel2",-0.2183070922662064,0.07412922285905664,136.584923958,0.0,275124,2529780,69.83331878647101,4.101120772446092,0.9913330078125,0.1,15,0.4451527103500838
AutoStep RWMH,"funnel2",-0.1883329317885947,0.14589440610143983,0.594750291,0.30477905273437306,1343093,681214,72.18955061663313,4.303767333027702,0.5083356394846235,0.02019678930508203,15,0.15359032619213492
AutoStep MALA,"funnel2",-0.09886067738284163,0.10733059267069457,2.6490760399999997,0.20495605468750025,2320728,514648,76.06767779059551,4.350250051784056,0.5976485034141936,0.051975598334965595,15,0.11044742527899452
HitAndRunSlicer,"funnel2",0.4235261303687242,0.521396233113026,2.0881152920000003,0.0,4287835,2261411,144.34598300661284,3.024310460738839,1.0,10.0,15,0.9218313724995425
adaptive RWMH,"funnel2",0.17898012926009854,0.06322235501217456,0.16186479199999998,0.0,131068,0,73.88235094871223,4.266804818308529,0.049958800012207406,0.0,15,0.05122892417268287
adaptive MALA,"funnel2",-0.10907935105680808,0.00014791706554853024,0.257577628,0.0,131068,65534,70.75126638151531,4.070256661134943,0.6163330078125,0.1,15,0.33986903934563945
NUTS,"funnel2",5.415577861958009e6,5.865692925280042e13,7.924696417,0.0,131068,7343113,69.29860187174626,1.6519783778250265,0.7959708415405016,0.21169324863462158,15,0.5351056609075089
DRHMC,"funnel2",-0.23849062430532517,0.12696686904929305,133.545507084,0.0,275340,2534570,67.26678738191451,4.094386800385446,0.9913330078125,0.1,15,0.4421545160173556
AutoStep RWMH,"funnel2",0.13626993367625728,0.1544392085952128,0.553395209,0.28036499023437433,1223503,649963,74.47150441938136,2.742644042901895,0.5436334743313559,0.022586204966599903,15,0.15648789356662862
AutoStep MALA,"funnel2",0.0471935705191802,0.09033156886858339,8.598706542999999,0.217803955078126,1955976,423460,78.84170423438668,2.5016248024242804,0.5882043010222737,0.07018752289963573,15,0.12503444082256712
HitAndRunSlicer,"funnel2",0.2769340430916934,0.9467882432222402,2.293753874,0.0,5182584,2935321,88.68041973573321,5.946087435509161,1.0,10.0,15,0.840363916353436
adaptive RWMH,"funnel2",-0.19189050821940334,0.07495466464117867,0.164317875,0.0,131068,0,66.04312307621956,4.567959772843616,0.06375316629535814,0.0,15,0.06188233224534339
adaptive MALA,"funnel2",-0.05762930211833449,0.019933339106373488,0.28210008599999997,0.0,131068,65534,65.91566033252697,4.113328797847403,0.673187255859375,0.1,15,0.34934294108115965
NUTS,"funnel2",7.368919503880038e12,1.086019493092398e26,6.267357999,0.0,131068,5810578,72.18774084653299,1.1943059517186403,0.5809803595834794,0.708366917051946,15,0.49551552345125155
DRHMC,"funnel2",-0.13588151456529318,0.051321560629616986,137.93492512400002,0.0,270140,2478300,106.09978325459062,4.05820529703847,0.989288330078125,0.1,15,0.4382603491655592
AutoStep RWMH,"funnel2",0.3310851393582029,0.23996627802585827,0.537216543,0.26890563964843517,1198924,600036,68.60026041110348,2.443179556689933,0.5036027202775413,0.04926190436985502,15,0.18400642262692124
AutoStep MALA,"funnel2",-0.42565025111542026,0.12583256503029994,8.42319204,0.2154998779296879,4050504,947092,84.4369845041674,3.633198201874189,0.6064620409441429,0.15810207666239126,15,0.08738931758146956
HitAndRunSlicer,"funnel2",-1.2036560592497718,0.004361727999720707,2.917783124,0.0,7617014,5045125,66.0275837196259,1.417462299820814,1.0,10.0,15,0.6161669265461115
adaptive RWMH,"funnel2",-0.29742819136053766,0.17865267092558282,0.128473376,0.0,131068,0,70.38874490295376,4.141337686369759,0.03534043397320475,0.0,15,0.036582467444701894
adaptive MALA,"funnel2",0.012394581338634804,0.00023945807402914063,0.251467709,0.0,131068,65534,78.78296161478774,3.884725220337125,0.56329345703125,0.1,15,0.3173365676421888
NUTS,"funnel2",2.808955130398145e14,1.5780457849179734e29,5.7374694989999995,0.0,131068,5154274,79.25040568531311,1.263658927926686,0.49078440068150553,0.6558703947681708,15,0.4379436583226598
DRHMC,"funnel2",-0.285139147852617,0.1582621302199982,115.358225874,0.0,201964,2026780,108.095904798503,3.9400545339565487,0.990386962890625,0.1,15,0.3805103385344232
AutoStep RWMH,"funnel2",0.08539425558840946,0.1672799129866216,0.5852857519999999,0.2785186767578102,1271575,639624,76.51270715200353,3.4693925599616984,0.5509876532735414,0.026514198270951344,15,0.16604033914354438
AutoStep MALA,"funnel2",0.061143781738599134,0.13185364067876967,2.3549250840000004,0.21348571777343633,1939500,419341,71.27865642678388,3.2170816666806012,0.5893071995095972,0.054029325232423646,15,0.128996471533824
HitAndRunSlicer,"funnel2",1.6560857092028334,0.849599316673623,2.083053458,0.0,3906247,1881718,66.56989606663328,1.7779338339001813,0.9999898275774409,10.0,15,0.8081385602411403
adaptive RWMH,"funnel2",-0.41720722437517427,0.34851678303164574,0.12772391500000002,0.0,131068,0,71.84635032912153,4.2921109134406885,0.060579241309854426,0.0,15,0.06143507171774171
adaptive MALA,"funnel2",0.00204005256506014,0.0020403216827886653,0.48596183499999995,0.0,131068,65534,70.17657394267758,4.124591594099138,0.56304931640625,0.1,15,0.31374400236209193
NUTS,"funnel2",8.198364805898123e12,1.344263709810793e26,8.616485667000001,0.0,131068,8227609,99.69871362052733,1.1723684952881626,0.6763363808549588,0.19816811516451383,15,0.46061570768037274
DRHMC,"funnel2",-19.016761339323363,759.0819148575723,118.113280167,0.0,241924,2334060,66.55786864775008,4.140221409568165,0.99481201171875,0.1,15,0.34956730619148424
AutoStep RWMH,"funnel2",0.05402837608968212,0.21077258616281921,0.5832294170000001,0.30389404296875133,1223554,664937,73.63532529293393,4.269345995379263,0.5225570635901028,0.014389847054105759,15,0.15608872151483333
AutoStep MALA,"funnel2",0.46336716442111364,0.1324321854360385,2.960586748,0.23490905761718728,2465096,550740,66.10694458767382,1.7140825644751567,0.5835960324058652,0.1009392262479446,15,0.08599525192138995
HitAndRunSlicer,"funnel2",0.31685297233094917,0.5867256041881886,2.078067334,0.0,4214856,2230918,104.6761807439839,3.672686257029901,0.9999796553618202,10.0,15,0.8737568419317673
adaptive RWMH,"funnel2",-0.22369567051791742,0.11129966364361937,0.16659695600000002,0.0,131068,0,97.6247233331477,4.05404539634531,0.058626056703390605,0.0,15,0.06356037816669703
adaptive MALA,"funnel2",-0.08875640496835716,0.003389186783004294,0.251161293,0.0,131068,65534,83.34916613348652,3.881877715131562,0.522857666015625,0.1,15,0.30705611655759607
NUTS,"funnel2",-3.712872983074549e13,2.7570851576894685e27,8.713794584,0.0,131068,8306728,107.68801227884276,1.210264051384131,0.633415037674615,0.7121015068214545,15,0.5234398853073015
DRHMC,"funnel2",0.009839923943512408,0.05709506142702416,125.76014325099999,0.0,247416,2338860,73.23810887292547,4.103504079234263,0.990631103515625,0.1,15,0.37764121528699834
AutoStep RWMH,"funnel2",-0.15873459104701826,0.17243070266725397,0.658675373,0.27107238769531106,1779309,920108,67.88849451208236,4.700575546338996,0.5639654296939972,0.023473694280288643,15,0.1448102288728187
AutoStep MALA,"funnel2",-0.4146391074268643,0.17708678276611733,3.205854917,0.18925476074218817,3151196,722265,69.75905554947009,4.499535085288082,0.5972690658483071,0.002259716757862576,15,0.16291839665553273
HitAndRunSlicer,"funnel2",-0.6933651275806695,0.4445200641474319,2.2102712899999997,0.0,7007618,3355307,89.37300748450464,4.411965122128349,0.9997254172132897,10.0,15,0.8734208981048659
adaptive RWMH,"funnel2",0.2397849994451323,0.12420707981536021,0.171404915,0.0,131068,0,82.07807599073297,4.139883840364725,0.05798516800439467,0.0,15,0.06132800088237522
adaptive MALA,"funnel2",-0.14707088621662645,0.002490425647131307,0.25584095799999995,0.0,131068,65534,78.63290218938607,3.8717948486115836,0.575836181640625,0.1,15,0.3362085346471802
NUTS,"funnel2",7.938587018044901e9,1.2604232761185978e20,8.019956834,0.0,131068,7394691,74.00390217080088,1.3384292693595825,0.8137604990344576,0.19742886661128123,15,0.5588943878566853
DRHMC,"funnel2",-5.022961990065596,61.05728874748312,143.61108104000002,0.0,296916,2660750,79.55938180154125,4.076097915196232,0.988494873046875,0.1,15,0.45660634050200266
AutoStep RWMH,"funnel2",-0.01453564465470284,0.11619963555695496,0.580715083,0.2665710449218736,1294521,650828,81.19472565286277,3.4753023572044253,0.5531964207740419,0.03616158706657121,15,0.16656663548753037
AutoStep MALA,"funnel2",-0.33176622886422313,0.1312127612597368,2.578186583,0.1950531005859386,2409816,536920,75.85516478760135,4.110730997694837,0.5986448596995414,0.011281164549882677,15,0.14520058878894124
HitAndRunSlicer,"funnel2",-1.2580203992978571,0.005587864614260597,2.449648623,0.0,7319212,4766905,66.48756926147149,1.409551611688704,1.0,10.0,15,0.621357451179172
adaptive RWMH,"funnel2",-0.1624745835604705,0.006544899628576434,0.15800125000000004,0.0,131068,0,77.27463445478419,3.99005103486569,0.03985717337565233,0.0,15,0.04516333997839239
adaptive MALA,"funnel2",-0.07121984148155533,0.009497407473674096,0.255142832,0.0,131068,65534,67.12707239215766,4.20265924400057,0.554718017578125,0.1,15,0.2968869956712278
NUTS,"funnel2",1.3589853900422888e11,3.693682580537272e22,7.28328575,0.0,131068,6338303,72.5183360196484,1.335080722839525,0.5960792140479085,0.4141565166122351,15,0.5291363732184754
DRHMC,"funnel2",-0.2601199231065452,0.13801628158048265,130.454276419,0.0,261292,2432840,68.82305585072018,4.109044195650787,0.990509033203125,0.1,15,0.41359651012259535
AutoStep RWMH,"funnel2",-0.24876070617106424,0.20905082613710593,0.6488832090000001,0.3472442626953112,1608085,790635,68.6234369241106,4.653113958596278,0.4539490448961078,0.007756349381612638,15,0.1500642502619031
AutoStep MALA,"funnel2",-0.1834621833661967,0.15679095142052865,2.799943707,0.20381164550781175,2361836,524925,80.02580747685509,4.6366121348426415,0.5931995987969371,0.015604851383874787,15,0.1437783697745305
HitAndRunSlicer,"funnel2",-0.1797819154356913,0.3640825851576612,2.0132017920000003,0.0,4943671,2398963,91.9893141254637,5.826160578587309,0.9999898275774411,10.0,15,0.8190822103374433
adaptive RWMH,"funnel2",-0.1693285658719073,0.06666391164876151,0.18103533500000002,0.0,131068,0,116.0477260552537,3.906102849476391,0.05526902066103091,0.0,15,0.06247969276343632
adaptive MALA,"funnel2",0.04548666493048208,0.00024672786102075423,0.252379292,0.0,131068,65534,66.4973582675002,3.907052674719146,0.696014404296875,0.1,15,0.36631031216145715
NUTS,"funnel2",-6.543316412606882e11,8.562997935172194e23,12.014275916,0.0,131068,11508496,123.29952491966588,1.182213800864379,0.7213212838174603,0.3516973259086169,15,0.5329602677018787
DRHMC,"funnel2",-66.51024736513314,9009.281930789628,117.99377071,0.0,266176,2527570,65.96442528135607,4.086946141151759,0.99169921875,0.1,15,0.4331180535251761
AutoStep RWMH,"funnel2",-0.48189163164827903,0.16168856596995462,0.593778957,0.41702270507812417,1319771,728214,68.49757509497414,4.336997779972677,0.40074133204043627,0.0015250115542902623,15,0.15199014420987295
AutoStep MALA,"funnel2",-0.11133703604886559,0.19095653676555754,2.6634594170000003,0.20155334472656308,2490796,557165,76.47867003630988,4.7775529251914985,0.5992260983104691,0.01454223497534788,15,0.12185347170821985
