explorer,model, mean_1st_dim,var_1st_dim,time,jitter_std,n_logprob,n_steps,miness,minKSess,acceptance_prob,step_size,n_rounds,energy_jump_dist
HitAndRunSlicer,"funnel2",0.3415917723254012,0.5914364800788987,1.9766672939999999,0.0,4296245,2274986,100.51303352739448,3.9264398143711343,1.0,10.0,15,0.8735134993160342
adaptive RWMH,"funnel2",-0.5543414038098056,0.7208957265855844,0.173901919,0.0,131068,0,87.84197496788515,3.9008677194788435,0.056825464644306774,0.0,15,0.06176002586672185
adaptive MALA,"funnel2",-0.11235907973895147,0.0029692022882859084,0.255932124,0.0,131068,65534,67.12537945105599,4.157421664098506,0.685211181640625,0.1,15,0.3625350799591557
NUTS,"funnel2",1.0398072169347297e9,2.1623980878234094e18,12.03375367,0.0,131068,11473537,66.97662252255687,1.4219979760317274,0.8222333312816945,0.2688763902241163,15,0.4938083785530377
DRHMC,"funnel2",-1.2362384982372578,3.9761778395294964,133.000481625,0.0,250832,2360820,101.62338255630716,3.983063391480982,0.9912109375,0.1,15,0.3838249277582117
AutoStep RWMH,"funnel2",-0.10557572292200888,0.1150960433515777,0.569454414,0.3348236083984344,1491270,688215,94.98211869334655,4.589818008779716,0.4358323317854069,0.0235383337217641,15,0.17907294529128254
AutoStep MALA,"funnel2",-0.2299301464153659,0.0958703715401695,2.724308376,0.1904449462890633,2191172,482259,84.70786104729184,4.0731736226135355,0.6007867949669455,0.029018714908454604,15,0.13383560353348226
HitAndRunSlicer,"funnel2",-0.6073275664666224,0.5835287658706778,2.221238085,0.0,5574904,3241255,71.14973575211455,5.028115654978503,0.999989827577442,10.0,15,0.7246387672621426
adaptive RWMH,"funnel2",-0.39413365293417213,0.3114556501599461,0.127645665,0.0,131068,0,68.20223056708872,4.181695286096552,0.04709006012146367,0.0,15,0.04667826309071884
adaptive MALA,"funnel2",-0.11924181365531404,0.012709309806334092,0.26217429000000003,0.0,131068,65534,68.48878796085341,4.278691669785498,0.650726318359375,0.1,15,0.34321396995018005
NUTS,"funnel2",-2.8164365085480154e8,1.5864629440058317e17,6.527980876000001,0.0,131068,5855843,76.80222268044048,1.3950256807047816,0.8927098291776077,0.0915394479773049,15,0.5857213033275775
DRHMC,"funnel2",0.11004163768362203,0.10459887405720575,136.94644024899998,0.0,265000,2443050,98.10913156987775,3.941646291172213,0.9903564453125,0.1,15,0.37778353189395486
AutoStep RWMH,"funnel2",0.04866873296484461,0.3107110722861565,0.591603875,0.30810546875000017,1190235,639334,68.79766660333001,5.054358592759097,0.4786619710410155,0.017206155643677792,15,0.1688079988273292
AutoStep MALA,"funnel2",0.10922572898796962,0.08988399854077342,2555.601319081,9.045226327763404,4735292,1118289,66.8910325451029,2.390130218506767,0.513189297545959,0.11856890444966701,15,0.02416188665626878
HitAndRunSlicer,"funnel2",0.43145221538516715,0.9556055630924776,2.2810839179999998,0.0,5379173,2874157,83.22857047921637,4.679062976403302,0.9999898275774424,10.0,15,0.8571080453814739
adaptive RWMH,"funnel2",-0.721964037511855,2.1198236196294884,0.131058252,0.0,131068,0,92.52964060268341,4.1167871215907725,0.05911435285500656,0.0,15,0.06751372313947908
adaptive MALA,"funnel2",-0.037853616507110374,0.06932915041340136,0.25396758399999997,0.0,131068,65534,66.29269306194105,4.023964780496686,0.716339111328125,0.1,15,0.3725823063081292
NUTS,"funnel2",1.6310863523186803e8,5.3208852383877864e16,4.776660415,0.0,131068,4163186,88.31283767148754,1.443066384015344,0.47897009421556813,0.46503013752009614,15,0.4665617001045727
DRHMC,"funnel2",-0.24119037049731695,0.12356747296520701,137.380973958,0.0,284424,2587110,70.15760522686085,4.127313655981637,0.990478515625,0.1,15,0.40797953517091956
AutoStep RWMH,"funnel2",0.26999221097939435,0.1693174442446413,0.547449379,0.26145935058594033,1217085,599336,75.81820058766804,2.166719252232003,0.5469294283930249,0.04300452630193075,15,0.17359691707942373
AutoStep MALA,"funnel2",-0.37172715368401493,0.10580700427865025,2.4709575,0.17922973632812544,2387024,531222,70.63889453860055,3.8507424232528282,0.6121155653645028,0.01110289784688364,15,0.13724601559945665
HitAndRunSlicer,"funnel2",0.6233798987234493,0.6307217504516847,1.973756375,0.0,4108336,2099332,68.93258048118135,2.637280884750842,1.0,10.0,15,0.8870856544095438
adaptive RWMH,"funnel2",-8.405508464997366,150.62879006404623,0.173405292,0.0,131068,0,71.22388808781112,4.29135412689531,0.05533005767998291,0.0,15,0.05744429047583269
adaptive MALA,"funnel2",-0.03591969564408338,0.0002782772227410842,0.443867918,0.0,131068,65534,66.2055048242855,4.093049070016336,0.66644287109375,0.1,15,0.34455051875701737
NUTS,"funnel2",3.427951531320839e7,2.3501700979255505e15,8.078071042,0.0,131068,7720278,69.27404780586964,1.3566361717902247,0.7519244681652422,0.1656046369067578,15,0.5348947332893965
DRHMC,"funnel2",-1.1520357368760508,2.9196024824730733,133.602727999,0.0,278000,2550450,133.16210285773178,3.984651233094293,0.9893798828125,0.1,15,0.4315099135893722
AutoStep RWMH,"funnel2",0.46321204551004636,0.25175182602385227,0.555649626,0.2645416259765642,1138834,579734,73.9537067814312,2.11738464440561,0.5044548473579427,0.03501442042106736,15,0.18866897322932616
AutoStep MALA,"funnel2",-0.22214541428256518,0.0584616296330045,2361.659360251,7.7417773199022974,4953168,1172758,78.8696577070179,3.77667590480896,0.5167218898208745,0.06458317805523335,15,0.024194844959075385
HitAndRunSlicer,"funnel2",0.4273676841967032,0.6016759011975703,2.189899876,0.0,6194026,2775232,79.4566160612567,3.272101593847126,0.9999898275774409,10.0,15,0.8780270871494422
adaptive RWMH,"funnel2",-0.24023703810083852,0.10837009752436352,0.12842175,0.0,131068,0,72.50127320217626,4.17396650570381,0.05029450361644337,0.0,15,0.05321559766159849
adaptive MALA,"funnel2",0.12550075756360835,0.0034633151691923166,0.24987100099999998,0.0,131068,65534,66.46041099125021,4.1154095230291405,0.699432373046875,0.1,15,0.36126311441098374
NUTS,"funnel2",-4.008965395312516e11,3.2143607082071726e23,5.736075542,0.0,131068,5212054,106.55871238004343,1.3302341291252198,0.6484630904165263,0.25562220070421304,15,0.4968601370745855
DRHMC,"funnel2",-0.28757925684533875,0.15941892992623755,108.058894749,0.0,178248,1857620,78.66918079910339,3.7759532567938776,0.993560791015625,0.1,15,0.24814055617172448
AutoStep RWMH,"funnel2",-0.7951785245075246,0.08857467401257393,0.731942332,0.4925079345703099,1681798,1114820,69.18270652998486,2.3559721814935095,0.30093968005936905,3.223754846532682e-5,15,0.12540990047803502
AutoStep MALA,"funnel2",-0.7442604534739194,0.0005573726057238406,3.254222791,0.1501770019531248,2745560,620856,69.99086719471656,1.5753772465896805,0.6237890206662777,0.0007058487664570447,15,0.17748752393017986
HitAndRunSlicer,"funnel2",0.6814691927304547,0.8224280977651837,2.1330789580000005,0.0,5161613,2555904,88.18605235115311,2.9185307967159546,0.9999898275774357,10.0,15,0.874891177495094
adaptive RWMH,"funnel2",-0.17984963644936508,0.028439564765801742,0.209117415,0.0,131068,0,77.58088118006819,4.111927851937969,0.053651539658803066,0.0,15,0.05647256858940748
adaptive MALA,"funnel2",0.0014024839071080514,0.0522487694881353,0.259915248,0.0,131068,65534,66.84673334076687,3.8927575118788553,0.700775146484375,0.1,15,0.36088382576077144
NUTS,"funnel2",6.6974188859570244e10,8.971083946104373e21,10.565763373,0.0,131068,10057669,118.37583946711055,1.3595697850962576,0.9418843036034037,0.02918967067305014,15,0.6066651797478265
DRHMC,"funnel2",-0.25721391882965855,0.12214400414950473,125.015402085,0.0,266412,2504440,66.40788822284493,2.2934727594279094,0.9942626953125,0.1,15,0.4173753507502708
AutoStep RWMH,"funnel2",0.06895474350216076,0.17014992777627783,0.5427,0.28939819335937605,1271057,632414,76.65615608405814,3.361209350502412,0.5093132765887888,0.02177598571744864,15,0.17258781129570397
AutoStep MALA,"funnel2",0.2884860643029172,0.21622685182810583,3.6936220840000002,0.23443603515624875,2173524,477847,67.01535793781177,2.3582604586697005,0.5910977127126665,0.05257270450007167,15,0.11233172586424277
HitAndRunSlicer,"funnel2",-0.4138589302718464,0.5086974624274428,2.3880694580000004,0.0,6909564,3345440,71.96106909355656,5.13181155865019,0.999827096957921,10.0,15,0.8688338101717147
adaptive RWMH,"funnel2",-0.34554350813127777,0.23629440891524356,0.168968752,0.0,131068,0,87.98344110246339,4.127101372117918,0.0619525742362743,0.0,15,0.06957197168953655
adaptive MALA,"funnel2",-0.007446688664855344,0.07167950836419523,0.25558712499999997,0.0,131068,65534,70.3049670160163,4.115175904862534,0.62054443359375,0.1,15,0.3411814523953985
NUTS,"funnel2",1582.2808770200977,5.00191074403578e6,9.170216167,0.0,131068,8510170,67.30460401916108,2.1022776199766873,0.8065617357035747,0.2888353972565866,15,0.5427261343866768
DRHMC,"funnel2",-0.18380030891406907,0.07790849020713024,132.90111312300002,0.0,264468,2444110,74.37799866609352,4.089826812442525,0.988677978515625,0.1,15,0.4402071420389491
AutoStep RWMH,"funnel2",-0.5737183890705551,0.5912054384241946,0.806069708,0.4358673095703109,1777767,1167107,66.4392949973625,3.945091405829025,0.36151844628271274,5.661486891844208e-5,15,0.1400449006465544
AutoStep MALA,"funnel2",0.1253254396536678,0.08541252532923284,2380.090136125,8.025357026939318,4561908,1074943,66.33427928440162,2.157338559339241,0.5107351598814338,0.15487799663855478,15,0.023130638091845096
HitAndRunSlicer,"funnel2",0.9729651291894819,0.8187551484072536,2.15184846,0.0,5129857,2443093,68.59815884088513,2.1398582091765217,0.9999898275774425,10.0,15,0.877764226835822
adaptive RWMH,"funnel2",-3.1860738731415488,23.75402387093037,0.17563604000000002,0.0,131068,0,78.0048838879389,3.84056412067357,0.034272286141544844,0.0,15,0.03843086028756256
adaptive MALA,"funnel2",-0.06569915923446963,0.0018011468371111321,0.26121425200000004,0.0,131068,65534,82.13817596654148,3.622055063456125,0.35162353515625,0.1,15,0.21055968697212638
NUTS,"funnel2",-84935.06922435758,1.4428370492088608e10,6.6193402070000005,0.0,131068,5445319,82.68508884389206,1.6902551313900998,0.5195862681296499,0.18543145685505508,15,0.47144392841711535
DRHMC,"funnel2",-0.0980341786104647,0.059308296659946254,145.04897429300001,0.0,299736,2679050,147.61620311179416,3.953307074929511,0.988494873046875,0.1,15,0.4769468098559414
AutoStep RWMH,"funnel2",0.06971903046524144,0.3004454090650156,0.5851019159999999,0.3527526855468753,1530733,743263,73.26684505780888,4.749537381804891,0.4227495910655625,0.009944496296981447,15,0.1837417287562222
AutoStep MALA,"funnel2",-0.25888214580073654,0.11829710824177318,2.7388119170000005,0.20005798339843886,2351864,522432,78.52422883648012,4.164830252413969,0.5985037191053945,0.016130432760863015,15,0.14009697236640384
HitAndRunSlicer,"funnel2",0.4232518965287976,0.5383461687184504,2.066333084,0.0,5507228,2568993,102.29032441500775,3.243595683765042,0.9999796553618185,10.0,15,0.8885994329609004
adaptive RWMH,"funnel2",-0.18993091756296798,0.0003187554776811198,0.127362376,0.0,131068,0,69.12625001469479,3.859887886629792,0.032380138554033024,0.0,15,0.03496870259842714
adaptive MALA,"funnel2",0.11700260904093651,9.720734567327243e-5,0.257450503,0.0,131068,65534,79.78878682191441,3.9169667160006174,0.60736083984375,0.1,15,0.3444860286921795
NUTS,"funnel2",-1.1309951537490215e9,2.5583000859028833e18,4.577878663,0.0,131068,3818824,121.39994034278926,1.4443849312980876,0.6282500626050113,0.31657945676322663,15,0.5211408844587694
DRHMC,"funnel2",-0.11246089799462194,0.06735072844239413,134.103013247,0.0,261532,2417230,114.02793852623078,3.9794860720213214,0.989105224609375,0.1,15,0.41638405757908536
AutoStep RWMH,"funnel2",-0.20821885227923642,0.1987574117926076,0.5771441239999999,0.35211181640625155,1384242,738788,70.54811702572347,4.9268475872503945,0.4732298286277953,0.0035499133159058952,15,0.15270104027443135
AutoStep MALA,"funnel2",-0.09501963168784441,0.1796402381365328,6.443232084,0.20925903320312414,2493160,557756,70.02121800938238,4.544297966095562,0.5971709993427178,0.02936326590713391,15,0.1116516062907128
HitAndRunSlicer,"funnel2",0.1798484037510729,0.5967710867317197,2.0064948339999997,0.0,5637219,2718306,71.31175430315419,4.909838655410232,1.0,10.0,15,0.8344699091442161
