explorer,model,seed,mean_1st_dim,var_1st_dim,time,jitter_std,n_logprob,n_steps,miness,minKSess,acceptance_prob,step_size,n_rounds,energy_jump_dist
AutoStep RWMH,funnel100,2,-0.41275434126028987,0.9917187800662988,0.84861092,0.0,839373,420130,67.17515492641353,7.710016869483342,0.5602898327645077,0.05521241339871974,15,0.22171938315163559
adaptive RWMH,funnel100,2,-0.12908850876941183,0.9419380884968825,0.7706004590000001,0.0,131068,0,NaN,1.627782403322779,0.0,0.0,15,0.0
AutoStep RWMH,funnel100,3,-0.2831392693947585,2.279537206466608,0.552359834,0.0,852684,427801,66.32615566905797,19.624392796183297,0.5559099176311668,0.05648708807182245,15,0.21934719678908604
adaptive RWMH,funnel100,3,0.10814508185794773,0.9401951419971172,1.734715625,0.0,131068,0,NaN,2.1858724462545385,0.0,0.0,15,0.0
AutoStep RWMH,funnel100,4,-2.294889542177235,1.963507200306007,0.5421496690000001,0.0,805947,405493,66.64299343618346,3.101600039479987,0.5537010279473892,0.04129205576909125,15,0.2157226550965663
adaptive RWMH,funnel100,4,0.007833423629073653,2.5697577277748698,0.450668917,0.0,131068,0,67.11095619608899,1.3228242889321853,0.005279702139347514,0.0,15,0.00929797956747836
AutoStep RWMH,funnel100,5,-2.4718069956887443,1.5886007752440932,0.5426702109999999,0.0,806413,409182,68.45943219560144,2.656356297055931,0.5584344921427633,0.038372967056327256,15,0.20952893427180339
adaptive RWMH,funnel100,5,0.15143053686153574,1.3271862811485777,0.889458169,0.0,131068,0,NaN,2.4931971562207624,0.0,0.0,15,0.0
AutoStep RWMH,funnel100,6,0.02319877504719309,1.141954485489309,0.557357416,0.0,819669,414781,67.45732941548636,9.883973779469908,0.5616962295633845,0.05519723255542569,15,0.20362005317215753
adaptive RWMH,funnel100,6,0.011038748008876657,1.5298573489920964,0.648806873,0.0,131068,0,NaN,1.5127260656153316,0.0,0.0,15,0.0
AutoStep RWMH,funnel100,7,-0.2970256782062484,1.5838651251924079,1.258470584,0.0,823952,408561,66.8500349675648,15.566836191200041,0.5473396552697822,0.0609399232868952,15,0.2293077630030696
adaptive RWMH,funnel100,7,-0.06456084967101779,1.0728702762297033,0.945497043,0.0,131068,0,NaN,1.7146649778287912,0.0,0.0,15,0.0
AutoStep RWMH,funnel100,8,-1.3111841273928801,1.8780010955155304,0.536529916,0.0,818057,417393,66.32244192408382,6.43369876531262,0.5638403747769236,0.044291504935268025,15,0.2017722856005799
adaptive RWMH,funnel100,8,-0.09539385386898606,1.4758929490555315,0.86454871,0.0,131068,0,68.17179757538779,2.2282623392559464,3.051850947599719e-5,0.0,15,5.5717682024658614e-5
AutoStep RWMH,funnel100,9,-2.087271453451008,2.8878720984529527,0.5528926249999999,0.0,810952,407054,66.22628701837452,4.337636307868089,0.5492873971971208,0.04416333463764046,15,0.22709537928661377
adaptive RWMH,funnel100,9,0.12004047073987634,1.0940822181641796,0.8655750420000001,0.0,131068,0,NaN,2.4680189795395613,0.0,0.0,15,0.0
AutoStep RWMH,funnel100,10,-3.9046072177854816,0.9167529340359966,0.9832505409999999,0.0,815537,414220,68.35703568329244,1.2504102152450525,0.5560578011200673,0.031289025510731275,15,0.21397567842506596
adaptive RWMH,funnel100,10,0.005208683584094236,0.995280734043645,0.510726874,0.0,131068,0,NaN,1.7080306487171337,0.0,0.0,15,0.0
