explorer,model,seed,mean_1st_dim,var_1st_dim,time,n_logprob,n_steps,acceptance_prob,energy_jump_dist,miness,minKSess,geyerESS
DRHMC,funnel100,9,-0.11981036682329405,6.740785672711778,56.60974658400001,3308,340075,1.0,4.006894801161722,109.51994233550346,3.514318158608602,60.21248423704951
DRHMC,funnel100,10,-0.05394595047648082,8.219691808381073,65.347927165,3312,340090,1.0,4.05849066561074,98.2782865403585,3.3448174402101283,44.54218593333321
HitAndRunSlicer,funnel100,1,-2.1855343072248625,8.320430372339791,1.464868167,2888451,1456380,1.0,1.0185091357762988,68.96171722590086,2.5219295931476986,13.052746317424488
HitAndRunSlicer,funnel100,2,1.9228544069544253,6.045612171060878,1.271269915,2682892,1333828,1.0,1.0208321488631154,69.98339043495325,1.46038572027309,13.44552794161393
HitAndRunSlicer,funnel100,3,-1.1820094688085823,5.359772358179035,1.190431292,2783527,1412913,1.0,1.0129510858068589,70.90008269635298,3.227240758684197,13.27048511968447
HitAndRunSlicer,funnel100,4,-1.0414994054594495,15.307199527026443,1.2102127079999998,2734882,1411279,1.0,1.0092269148495532,67.55272756532109,3.31960345925505,3.7994177470960753
HitAndRunSlicer,funnel100,5,0.0986106489485028,10.707863619240566,1.171728834,2704165,1369649,1.0,1.0094209961728708,68.1551739936497,3.0567165489893364,6.502890809166542
HitAndRunSlicer,funnel100,6,-3.350464890233503,5.794779313657743,1.2463695430000001,2844786,1463778,1.0,1.0031609970295343,70.20244893314452,1.8884295767517891,8.741319635077906
HitAndRunSlicer,funnel100,7,-0.9274542358986536,15.134782375207,1.1822294169999998,2765439,1407103,1.0,1.0137049156337699,67.87273230385804,2.8993592271019697,7.552564098602098
HitAndRunSlicer,funnel100,8,-0.3543864311951396,8.94320379615495,1.178137708,2792317,1387072,1.0,1.016035938824399,68.77802621192937,3.192894683971919,13.468910678609479
HitAndRunSlicer,funnel100,9,-1.1962635264309487,7.4947633718058135,1.266070417,2812157,1403288,1.0,1.0047044333092598,68.82113554877421,3.3306794464206546,9.613739310041488
HitAndRunSlicer,funnel100,10,1.26215089275253,5.903984583447853,1.212848959,2767446,1371591,1.0,1.018920761153755,69.94830708867087,1.971866341624739,4.697573767486851
NUTS,funnel100,1,-0.14721304248023956,8.671934931335244,80.765687539,131068,1199840,0.7037690469449346,7.646378206858526,323.6606703194475,3.701536393766578,323.66067031944795
NUTS,funnel100,2,0.1959828554860085,8.14864153482766,95.87131712600001,131068,1200049,0.8068746733682155,8.202143111218318,390.825316053197,3.3590456443880075,390.8253160531969
